name,url,price,rating,number of reviews,description,asin,manufacturer
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODM1MDk3NTU0Mjc3MDYwOjE2NzU0NDM2Nzc6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443677%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,196",4.3 out of 5 stars,"7,644"," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk2ODcwNjE1NTEwOTI5OjE2NzU0NDM3NTQ6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443754%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,684,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk2ODcwNjE1NTEwOTI5OjE2NzU0NDM3NTQ6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTgwOTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443754%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,577," 
",B0B45SWK51,Visit the Lavie Sport Store
"Bennett Laptop Bag for Menं & Women 15.6 inch, 35 L Water Resistant Bag Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue) ",https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-99,512,4.0 out of 5 stars,348,not available,B09WZKB54G,Visit the Bennett Store
"Genie Spritz Daypack 14 inch, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags for Travelling Purpose. Latest Collection of Backpack for women (Rose) ",https://www.amazon.in/Genie-Spritz-Daypack-Fashion-Backpack/dp/B083ZDT8SD/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-100,349,4.2 out of 5 stars,"2,289"," 
 Genie brings to you versatile light weight daypacks that are the perfect alternative to standard backpack and travel purses! Spritz Rose daypack by Genie is apt for city life as it fits in all your essentials. The fun and cute design makes it the best accessory for every fashionable girl.  ",B083ZDT8SD,Visit the Genie Store
"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK) ",https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-101,549,4.2 out of 5 stars,"1,499",not available,B08Y5S6C2P,Visit the Tabelito Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-102,"1,196",4.2 out of 5 stars,"2,166"," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
POLICE Backpack for Men Casual Laptop Bag Office / Travel / College 30 Ltr Hedge Polyester - Black ,https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-103,"1,399",4.2 out of 5 stars,"5,147"," 
 Backpack  ",B09CQ5T3LN,Visit the POLICE Store
Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black) ,https://www.amazon.in/Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-104,471,4.0 out of 5 stars,"1,065"," 
 Laptop bag  ",B0BJVDN7VT,Brand: Wesley
"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue ",https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-105,499,4.3 out of 5 stars,"6,468",not available,B07MMGBD1J,Visit the House of Quirk Store
"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black) ",https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-106,449,3.8 out of 5 stars,"1,215",not available,B076QFBFRG,Brand: Amazon Brand - Solimo
Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue) ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk2ODcwNjE1NTEwOTI5OjE2NzU0NDM3NTQ6c3BfbXRmOjIwMDM0Mzk5OTYwNDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443754%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,689,3.9 out of 5 stars,"14,913",not available,B085MHDJ93,Brand: Half Moon
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk2ODcwNjE1NTEwOTI5OjE2NzU0NDM3NTQ6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443754%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,"1,298",3.5 out of 5 stars,10," 
 Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience Available in smart colors  ",B0BP1QM6W5,Visit the Urban Tribe Store
"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure ",https://www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JMR4M6/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-109,"1,789",4.1 out of 5 stars,68," 
 Seek 32L is a compact offering from Safari's overnighter laptop backpack ranges. Equipped with a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure! Made out of water-resistant fabric & front panel design, it serves as a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop and a tablet compatibility compartment Seek 32 has a total capacity of 32 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add this friendly Seek overnighter backpack to your travel collection, whether it be for a short business trip or a weekend getaway!  ",B097JMR4M6,Visit the Safari Store
F Gear Luxur Brown 25 liter Laptop Backpack (2404) ,https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-110,"1,099",4.4 out of 5 stars,"16,291"," 
 A fashionable laptop backpack. This full-featured pack makes space for everything essential with multiple zip pockets on the exterior, plus a ready-to-go interior with padded laptop compartment and other storage solutions. Pattern: Solid. Laptop Size: 16  ",B01F7AX9ZA,Visit the F Gear Store
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant) ",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-111,249,4.1 out of 5 stars,"7,634",not available,B088XG77KN,Visit the MI Store
NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue) ,https://www.amazon.in/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-112,193,4.2 out of 5 stars,444," 
 This Nivia backpacks have one main compartment is secured with drawstring rope closure. This backpack is perfect for athletes and students on the go.  ",B071XMLFTL,Visit the Nivia Store
ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch ,https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-113,999,3.9 out of 5 stars,56,not available,B09Z2G37YY,Visit the ASTRID Store
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black ",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-114,565,4.3 out of 5 stars,"9,233",not available,B085S444JV,Brand: Wesley
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey) ,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-115,"1,568",4.4 out of 5 stars,754," 
 Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.  ",B097KDRZ67,Brand: Gear
Baggit Women's PEPSI Sling Bag ,https://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1675443754&sprefix=ba%2Caps%2C283&sr=8-116,528,4.4 out of 5 stars,"1,927"," 
",B097C2T2DS,Visit the Baggit Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk2ODcwNjE1NTEwOTI5OjE2NzU0NDM3NTQ6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443754%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,196",4.2 out of 5 stars,"2,166"," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDk2ODcwNjE1NTEwOTI5OjE2NzU0NDM3NTQ6c3BfYnRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443754%26sprefix%3Dba%252Caps%252C283%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"5,600",4.0 out of 5 stars,21," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTE5NzkyNzc1MjcyOTY0OjE2NzU0NDM4MjY6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443826%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTE5NzkyNzc1MjcyOTY0OjE2NzU0NDM4MjY6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTgwOTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675443826%26sprefix%3Dba%252Caps%252C283%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
